Image,Observation,Date,Exposure,Tip_Radius,Tip_Longitude,Base_Radius,Base_Longitude,Class,Phase
N1600220007_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T00:54:41.073,1500,140665.48,129.435,140536.58,129.442,Extended Object,43.00531
N1600221285_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T01:15:59.064,1500,140566.2,128.941,140535.04,128.964,Classic,43.25326
N1600221924_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T01:26:38.060,1500,140444.27,128.104,140533.87,128.099,Extended Object,43.32318
N1600222350_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T01:33:44.057,1500,140498.1,128.651,140536.96,128.647,Extended Object,43.47282
N1600226397a_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T02:41:11.029,1500,140470,128.426,140523.84,127.997,Extended Object,44.38078
N1600227249a_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T02:41:11.029,1500,140526.79,129.995,140541.31,129.978,Classic,44.76415
N1600227249b_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T02:55:23.023,1500,140599.97,127.81,140546.21,128.52,Classic,44.76415
N1600232148_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:17:01.989,1500,140538.04,128.238,140521.62,128.268,Classic,45.80176
N1600232361_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:20:34.987,1500,140502.53,128.591,140524.13,128.581,Classic,45.89073
N1600232574_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:24:07.986,1500,140614.44,127.971,140522.23,127.975,Extended Object,45.88272
N1600233852_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:45:25.977,1500,140593.34,128.326,140533.64,128.349,Classic - bright head,46.24488
N1600234065a_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:48:58.975,1500,140497.46,129.169,140529.18,129.135,Classic,46.38291
N1600234065b_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:48:58.975,1500,140483.26,128.263,140506.19,128.203,Classic,47.38291
N1600234491a_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:48:58.975,1500,140543.1,128.485,140521.12,128.515,Classic,46.38734
N1600234491b_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:48:58.975,1500,140541.64,128.292,140519.33,128.325,Classic,46.38734
N1600234491c_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T04:56:04.972,1500,140545.79,128.142,140518.08,128.168,Classic,46.38734
N1600235343_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T05:10:16.966,1500,140481.7,128.477,140516.8,128.368,Classic,46.64103
N1600239816_1.IMG,ISS_085RF_FMOVIE003_PRIME,2008-260T06:24:49.935,1500,140298.58,128.876,140330.17,128.876,Extended Object,47.8636
N1601485634_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T16:28:19.094,1500,140231.24,285.116,140196.27,285.116,Extended Object,44.77901
N1601486840_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T16:48:25.070,1500,140238.5,285.309,140200.07,285.916,Classic,44.98892
N1601488050_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T17:08:35.061,1500,140262.64,284.475,140210.21,284.543,Classic - bright head,45.27995
N1601492164_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T18:17:09.032,1500,140128.99,285.257,140092.42,285.597,Classic,46.00941
N1601502328_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T21:06:32.960,1500,139855.83,285.389,140212.75,285.392,Extended Object,48.0877
N1601508620_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T22:51:24.915,1500,140249.66,285.948,140208.34,286.005,Classic,49.45548
N1601508862_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T22:55:26.913,1500,140000.44,286.266,140198.56,286.265,Extended Object,49.47463
N1601511040_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T23:31:44.898,1500,140256.63,286.115,140215.88,286.17,Classic - bright head,50.00547
N1601511282_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T23:35:46.896,1500,140142.98,285.936,140109.23,286.383,Classic,50.0769
N1601512734_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-274T23:59:58.886,1500,140230.96,285.442,140209.91,285.461,Complex,50.47514
N1601513944_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-275T00:20:08.877,1500,140236.62,286.136,140201.09,286.177,Classic,50.70109
N1601516848a_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-275T01:08:32.856,1500,140202.72,285.639,140218.22,285.648,Classic,51.47189
N1601516848b_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-275T01:08:32.856,1500,140247.09,285.985,140210.69,285.97,Complex,51.43766
N1601516848c_1.IMG,ISS_087RF_FMOVIE003_PRIME,2008-275T01:08:32.856,1500,140291.28,286.132,140203.51,286.135,Extended Object,51.42386
N1601606582_1.IMG,ISS_087RF_FMOVIE001_PRIME,2008-276T02:04:06.405,1200,0,0,140143.62,299.55,Complex,99.3162
N1601607555_1.IMG,ISS_087RF_FMOVIE001_PRIME,2008-276T02:20:19.398,1200,140158.42,299.459,140152.18,299.545,Classic,100.75034
N1602719343a_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-288T23:09:59.532,1200,140295.64,283.57,140276.73,283.586,Classic,39.29903
N1602719343b_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-288T23:09:59.532,1200,140291.12,283.69,140278.27,283.685,Classic,39.29903
N1602720801_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-288T23:34:17.522,1200,140255.61,282.174,140277.29,282.121,Classic,39.5687
N1602725904_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T00:59:20.486,1200,0,0,140424.31,282.038,Complex,40.30313
N1602727119_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T01:19:35.477,1200,140469.13,283.968,140420.86,284.055,Classic,40.37565
N1602731007_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T02:24:23.450,1200,140474.77,283.544,140418.83,283.594,Classic,40.97368
N1602734409_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T03:21:05.426,1200,140435.02,283.21,140419.09,283.397,Complex,41.5108
N1602734895_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T03:29:11.422,1200,140419.5,284.143,140407.61,284.167,Classic,41.53
N1602735138_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T03:33:14.420,1200,140438.13,283.94,140419.66,283.931,Classic,41.58047
N1602738054_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T04:21:50.400,1200,140404.57,284.378,140434.63,284.359,Complex,42.01132
N1602739026a_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T04:38:02.393,1200,140336.73,284.187,140312.66,284.205,Classic,42.18007
N1602739026b_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T04:38:02.393,1200,140336.15,284.131,140312.04,284.15,Classic,42.18007
N1602739755_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T04:50:11.388,1200,140477.52,284.237,140459.73,284.264,Classic,42.29522
N1602742185a_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T05:30:41.371,1200,140461.38,284.821,140433.19,284.875,Classic,42.6538
N1602742185b_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T05:30:41.371,1200,140397.91,285.292,140417.73,285.21,Complex,42.62104
N1602745587_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T06:27:23.347,1200,140437.86,283.972,140420.06,283.964,Extended Object,43.27926
N1602746802_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T06:47:38.338,1200,140451.69,283.763,140433.19,283.806,Classic,43.50199
N1602751662_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:08:38.304,1200,140493.51,284.146,140434.54,284.233,Classic,44.33324
N1602752877a_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:08:38.304,1200,140422.03,285.127,140444.19,285.09,Classic,44.48014
N1602752877b_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:28:53.295,1200,140464.66,285.465,140452.99,285.465,Complex,44.45676
N1602753120_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:32:56.293,1200,140471.57,283.74,140435.42,283.789,Classic,44.62602
N1602753363_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:36:59.292,1200,140463.21,283.699,140435.16,283.666,Extended Object,44.67313
N1602754092a_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:49:08.286,1200,140472.3,283.991,140443.1,284.003,Classic - bright head,44.79168
N1602754092b_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:49:08.286,1200,140473.38,283.934,140449.56,283.967,Classic - bright head,44.79168
N1602754092c_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T08:49:08.286,1200,140475.06,283.857,140444.99,283.906,Classic - bright head,44.79168
N1602758466_1.IMG,ISS_089RF_FMOVIE003_PRIME,2008-289T10:02:02.105,1500,140439.03,284.006,140427.79,283.998,Complex,45.60704
N1603489199_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-297T21:00:49.785,1800,140496.59,254.438,140549.82,254.443,Extended Object,93.12552
N1603489547_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-297T21:06:37.783,1800,140577,254.406,140541.56,254.527,Classic,93.49101
N1603491983_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-297T21:47:13.766,1800,139878.39,254.663,140547.63,254.68,Extended Object,96.01722
N1603492425_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-297T21:54:34.763,3800,139878.08,255.13,140548.91,255.151,Extended Object,96.34968
N1603493295_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-297T22:09:04.756,3800,139881.23,255.142,140559.74,255.161,Extended Object,97.31859
N1603493991_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-297T22:20:40.752,3800,139890.92,254.622,140560.54,254.627,Extended Object,98.21406
N1603496333_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-297T22:59:43.735,1800,140530.01,254.905,140574.84,254.574,Classic,101.00256
N1603502075_1.IMG,ISS_090RF_FRINGHRDF001_PRIME,2008-298T00:35:25.694,1800,140598.48,254.374,140568.33,254.396,Classic,108.72092
N1604009928_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-303T21:39:35.401,1200,140316.67,199.163,140339.32,199.12,Complex,44.56692
N1604011524a_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-303T22:06:11.390,1200,140292.67,198.203,140320.52,198.093,Classic,44.8762
N1604011524b_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-303T22:06:11.390,1200,140289.51,198.05,140311.48,197.996,Classic,44.8762
N1604015172_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-303T23:06:59.364,1200,140206.96,198.168,140310.24,198.169,Extended Object,45.7148
N1604023152_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T01:19:59.308,1200,0,0,140325.25,199.362,Complex,47.72545
N1604025432_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T01:57:59.292,1200,140232.5,198.639,140346.64,198.553,Classic - bright head,48.26823
N1604026572_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T02:16:59.284,1200,140245.13,198.415,140360.72,198.41,Extended Object,48.55376
N1604027028_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T02:24:35.280,1200,140271.9,198.563,140346.78,198.566,Extended Object,48.68179
N1604028396_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T02:47:23.271,1200,140361.13,198.65,140341.35,198.654,Classic,49.05148
N1604028624_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T02:51:11.269,1200,140311.86,198.415,140358.64,198.415,Extended Object,49.0983
N1604030448_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T03:21:35.256,1200,140289.02,198.832,140341.67,198.832,Extended Object,49.6085
N1604038884a_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T05:42:11.196,1200,140356.46,198.081,140335.72,198.095,Classic,51.9646
N1604038884b_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T05:42:11.196,1200,0,0,140331.82,198.969,Complex,52.00666
N1604038884c_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T05:42:11.196,1200,140318.06,199.53,140331.1,199.524,Classic,52.03268
N1604039340a_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T05:49:47.193,1200,140352.28,198.26,140320.75,198.299,Classic,52.10845
N1604039340b_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T05:49:47.193,1200,140140.35,198.405,140162.39,198.404,Extended Object,52.10504
N1604040024_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T06:01:11.188,1200,140361.53,198.63,140305.54,198.631,Extended Object,52.33104
N1604040252_1.IMG,ISS_091RF_FMOVIE003_PRIME,2008-304T06:04:59.187,1200,140288.37,198.575,140301.5,198.555,Classic,52.39305
N1604720757_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T03:06:39.238,1500,140650.12,301.777,140558.33,301.769,Extended Object,49.08695
N1604721303_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T03:15:45.218,1500,140593.58,301.899,140556.27,301.951,Classic,49.17622
N1604723103_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T03:45:45.206,1500,140543.45,301.95,140517.18,301.965,Complex,49.50701
N1604725303_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T04:22:25.190,1500,140570.8,302.188,140545.65,302.195,Classic,49.90788
N1604725553_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T04:26:35.188,1500,140516.14,302.427,140535.9,302.412,Complex,49.93159
N1604725653_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T04:28:15.188,1500,140581.2,302.129,140561.67,302.14,Complex,49.98171
N1604726853_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T04:48:15.179,1500,140605.31,302.106,140528.72,302.142,Classic - bright head,50.21823
N1604727053_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T04:51:35.178,1500,0,0,140548.79,301.359,Complex,50.33284
N1604730253_1.IMG,ISS_092RF_FMOVIE003_PRIME,2008-312T05:44:55.155,1500,140595.17,302.03,140554.11,302.026,Extended Object,50.90257
N1604809621_1.IMG,ISS_092RF_FRINGHRDF001_PRIME,2008-313T03:47:41.743,3200,140350.38,241.745,140417.92,241.749,Extended Object,88.92672
N1604816005_1.IMG,ISS_092RF_FRINGHRDF001_PRIME,2008-313T05:34:05.698,3200,140526.13,241.907,140412.81,241.908,Extended Object,93.78562
N1605368928_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T15:09:25.786,1200,139797.5,126.754,139810.75,126.754,Extended Object,40.19981
N1605369778_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T15:23:35.780,1200,139867.25,127.064,139893.68,127.064,Extended Object,40.3628
N1605375558_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T16:59:55.739,1200,0,0,139896.43,127.058,Complex,41.33069
N1605383718a_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T19:15:55.682,1200,139857.42,129.26,139895.16,129.238,Classic,42.93152
N1605383718b_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T19:15:55.682,1200,139878.21,129.071,139897.39,129.071,Complex,42.91618
N1605390518_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T21:09:15.634,1200,139896.1,130.044,139877.45,130.056,Complex,44.24351
N1605392388_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T21:40:25.620,1200,139877.15,129.457,139895.93,129.457,Classic,44.54507
N1605393238_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T21:54:35.614,1200,139865.86,130.201,139890.78,130.189,Classic,44.77074
N1605396128a_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T22:42:45.594,1200,139882.93,130.749,139913.79,130.73,Classic,45.37511
N1605396128b_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T22:42:45.594,1200,139870.33,130.66,139913.65,130.637,Classic,45.36719
N1605396298_1.IMG,ISS_093RF_FMOVIE003_PRIME,2008-319T22:45:35.593,1200,139859.17,131.092,139902.44,131.091,Extended Object,45.43834
N1605531275_1.IMG,ISS_093RF_FMOVIE001_PRIME,2008-321T12:15:11.338,1800,0,0,140547.14,324.802,Complex,96.90154
N1605531856_1.IMG,ISS_093RF_FMOVIE001_PRIME,2008-321T12:24:52.334,1800,140577.89,324.824,140535.72,324.863,Complex,97.62145
N1605531939_1.IMG,ISS_093RF_FMOVIE001_PRIME,2008-321T12:26:15.333,1800,140598.13,324.775,140533.74,324.775,Extended Object,97.74333
N1605535342_1.IMG,ISS_093RF_FMOVIE001_PRIME,2008-321T13:22:58.309,1800,0,0,140565.67,324.544,Complex,102.4814
N1606006222_1.IMG,ISS_094RF_FMOVIE001_PRIME,2008-327T00:10:55.278,1200,139906.16,122.197,139933.38,122.19,Classic,37.89945
N1606031442_1.IMG,ISS_094RF_FMOVIE001_PRIME,2008-327T07:11:15.099,1200,140482.16,303.203,140505.57,303.156,Classic,45.41687
N1606032022_1.IMG,ISS_094RF_FMOVIE001_PRIME,2008-327T07:20:55.095,1200,0,0,140517.17,302.02,Complex,45.62341
N1606033182_1.IMG,ISS_094RF_FMOVIE001_PRIME,2008-327T07:40:15.087,1200,140614.83,304.061,140507.07,304.108,Classic - bright head,45.65115
N1606033762_1.IMG,ISS_094RF_FMOVIE001_PRIME,2008-327T07:49:55.083,1200,140527.33,302.154,140512,302.229,Classic,45.92266
N1607469729_1.IMG,ISS_096RF_FRINGHRDF001_PRIME,2008-343T22:42:31.691,1500,139865.69,207.448,139882.05,207.429,Classic,93.472
N1607473453_1.IMG,ISS_096RF_FRINGHRDF001_PRIME,2008-343T23:44:35.665,1500,139871.3,207.148,139905.04,207.145,Complex,96.38106
N1607483253_1.IMG,ISS_096RF_FRINGHRDF001_PRIME,2008-344T02:27:55.595,1500,140024.64,207.345,139887.97,207.354,Extended Object,104.7591
N1607485115_1.IMG,ISS_096RF_FRINGHRDF001_PRIME,2008-344T02:58:57.581,1500,139849.76,207.64,139888.24,207.635,Extended Object,106.46137
N1607486487_1.IMG,ISS_096RF_FRINGHRDF001_PRIME,2008-344T03:21:49.572,1500,139828.55,207.384,139890.86,207.386,Extended Object,107.71847
N1607625791_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T18:03:32.579,1500,140101.4,135.384,140128.53,135.386,Extended Object,73.78094
N1607628707a_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T18:52:08.558,1500,140090.69,135.564,140081.46,135.574,Classic,72.1219
N1607628707b_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T18:52:08.558,1500,140091.39,135.517,140080.3,135.529,Classic,72.11171
N1607629355a_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T19:02:56.553,1500,140094.54,136.062,140090.25,136.091,Classic,71.86034
N1607629355b_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T19:02:56.553,1500,140110.74,135.593,140095.46,135.696,Classic,71.7591
N1607629517_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T19:05:38.552,1500,140077.65,135.965,140095.03,135.969,Classic,71.74747
N1607629679_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T19:08:20.551,1500,140095.27,135.246,140118.21,135.244,Extended Object,71.50098
N1607630003_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T19:13:44.549,1500,140088.91,135.202,140105.26,135.194,Classic,71.30878
N1607630813_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T19:27:14.543,1500,140090.04,136.007,140117.56,135.74,Complex,70.97173
N1607633081_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T20:05:02.527,1500,140085.55,136.02,140103.41,136.024,Complex,69.78299
N1607636159_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T20:56:20.505,1500,140085.51,136.077,140098.35,135.974,Classic,68.15631
N1607638265_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T21:31:26.490,1500,140105.41,136.076,140120.34,136.077,Extended Object,67.06954
N1607645393_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-345T23:30:14.439,1500,140094.9,136.101,140112.69,136.1,Extended Object,63.59052
N1607648957_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-346T00:29:38.413,1500,140109.36,135.444,140096.39,135.519,Classic,61.83076
N1607665643_1.IMG,ISS_096RF_FMOVIE004_PRIME,2008-346T05:07:44.294,1500,140079.33,135.952,140096.07,135.939,Classic,55.04599
N1610370206_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T12:23:27.228,1200,140596.39,125.751,140549.35,125.785,Classic,37.58503
N1610371543_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T12:45:44.218,1200,140601.24,127.325,140556.51,127.369,Classic,38.01772
N1610373453a_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T13:17:34.205,1200,140575.77,129.17,140565.19,129.205,Complex,38.61329
N1610373453b_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T13:17:34.205,1200,140617.7,126.952,140547.3,126.999,Classic,38.43924
N1610373453c_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T13:30:18.199,1200,140584.44,126.368,140551.87,126.39,Classic,38.57486
N1610374217_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T13:30:18.199,1200,140577,126.215,140550.83,126.232,Classic,38.56285
N1610374408_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T13:33:29.198,1200,0,0,140549.83,126.757,Complex,38.65074
N1610375554_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T13:52:35.190,1200,140609.49,128.599,140542.65,128.642,Classic,39.07054
N1610377655_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T14:27:36.175,1200,140510.58,127.844,140541.46,127.839,Extended Object,39.51696
N1610381093_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T15:24:54.150,1200,140515.94,127.757,140540.52,127.757,Extended Object,40.35011
N1610385486a_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T16:38:07.119,1200,140495,129.764,140512.41,129.752,Classic,41.61595
N1610385486b_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T16:38:07.119,1200,140501.25,129.676,140518.97,129.668,Classic,41.6084
N1610387205_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T17:06:46.107,1200,0,0,140331.71,129.53,Complex,42.03183
N1610387587_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T17:13:08.104,1200,140540.79,131.24,140510.65,131.241,Extended Object,42.27878
N1610390452_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T18:00:53.084,1200,140510.03,131.187,140531.41,131.117,Extended Object,43.01366
N1610391789_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T18:23:10.074,1200,140487.74,131.085,140565.23,131.077,Extended Object,43.35299
N1610394081_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T19:01:22.058,1200,140580.73,131.68,140550.37,131.678,Extended Object,44.01054
N1610401148a_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T20:59:09.008,1200,140522.44,132.98,140535.85,132.957,Classic,46.03795
N1610401148b_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T20:59:09.008,1200,140471.98,132.844,140534.84,132.767,Classic,46.02456
N1610401339_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T21:02:20.007,1200,140463.77,133.669,140527.83,133.61,Classic,46.15599
N1610403822_1.IMG,ISS_100RF_FMOVIE003_PRIME,2009-011T21:43:42.989,1200,140543.58,133.944,140516.11,133.978,Classic,46.8713
N1610584086_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-013T23:48:05.707,1200,139901.3,285.448,139905.53,285.433,Complex,143.27112
N1610591166_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-014T01:46:05.657,1200,140093.95,287.415,139903.31,287.408,Extended Object,149.4528
N1610593686_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-014T02:28:05.639,1200,140078.12,288.376,139903.5,288.353,Extended Object,151.63671
N1610595366_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-014T02:56:05.627,1200,139969.9,288.924,139895.78,288.909,Extended Object,153.08967
N1610598606_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-014T03:50:05.604,1200,140388.33,289.963,139896.92,289.873,Extended Object,155.91995
N1610598966_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-014T03:56:05.601,1200,140390.7,289.711,139890.7,289.757,Extended Object,156.24836
N1610600046_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-014T04:14:05.594,1200,140394.64,290.864,139913.78,290.836,Extended Object,157.12487
N1610600166_1.IMG,ISS_100RF_FRINGHRDF001_PRIME,2009-014T04:16:05.593,1200,140389.87,290.532,139905.05,290.559,Extended Object,157.24564
N1612005469_1.IMG,ISS_102RF_FRSTRCHAN001_PRIME,2009-030T10:37:38.450,1500,140540.26,128.882,140484.1,128.928,Classic,33.67664
N1612969737_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T14:28:39.758,1200,140466.78,168.431,140536.18,168.368,Classic,69.87742
N1612970258_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T14:37:20.739,1200,140483.54,167.957,140499.76,167.894,Classic,69.97924
N1612970958_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T14:49:00.734,1200,140466.14,168.249,140504.45,167.935,Classic,70.19277
N1612980233a_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T17:23:35.668,1200,140465.66,173.861,140539.42,173.876,Extended Object,73.18835
N1612980233b_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T17:23:35.668,1200,140584.28,173.505,140540.78,173.527,Complex,73.16495
N1612980233c_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T17:23:35.668,1200,140581.94,173.415,140533.99,173.439,Complex,73.15773
N1612980583_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T17:29:25.666,1200,140297.04,174.611,140319.3,174.608,Extended Object,73.33705
N1612982333_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T17:58:35.653,1200,140607,175.698,140526.81,175.705,Extended Object,73.91837
N1612984608_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T18:36:30.637,1200,140538.63,177.266,139870.3,177.328,Extended Object,74.64414
N1612984958_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T18:42:20.634,1200,140526.65,176.934,139869.16,176.965,Extended Object,74.71471
N1612986008_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T18:59:50.627,1200,140540.28,177.431,139877.26,177.496,Extended Object,75.04798
N1612986183a_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T19:02:45.626,1200,140524.28,178.157,140539.95,178.129,Classic,75.17305
N1612986183b_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T19:02:45.626,1200,140549.05,177.392,139884.9,177.411,Extended Object,75.09092
N1612987758a_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T19:29:00.614,1200,140512.24,179.3,140560.31,179.057,Complex,75.6975
